"Code","Abbrev Descrip","Logical Map","Historical Map","Sequence Number"
"E14.65","Unspec DM w poor control","E14.8","E14.64",33
"E14.65","Unspec DM w poor control","E14.8","E14.69",34
"E14.65","Unspec DM w poor control","E14.8","E14.71",35
"E14.65","Unspec DM w poor control","E14.8","E14.72",36
"E14.65","Unspec DM w poor control","E14.8","E14.73",37
"F32.00","Mild depres ep not in postnatal period","F32.0","F32.0",0
"F32.01","Mild depres ep in postnatal period","F32.0","F32.0",0
"F32.10","Mod depres ep not in postnatal period","F32.1","F32.1",0
"F32.11","Mod depres ep in postnatal period","F32.1","F32.1",0
"F32.20","Sev depres ep wo psych sym not postnatal","F32.2","F32.2",0
"F32.21","Sev depres ep wo psych sym in postnatal","F32.2","F32.2",0
"F32.30","Sev depres ep w psych sym not postnatal","F32.3","F32.3",0
"F32.31","Sev depres ep w psych sym in postnatal","F32.3","F32.3",0
"F32.80","Other depres ep not in postnatal period","F32.8","F32.8",0
"F32.81","Other depres ep in postnatal period","F32.8","F32.8",0
"F32.90","Depres ep not in the postnatal period","F32.9","F32.9",0
"F32.91","Depres ep unspec in the postnatal period","F32.9","F32.9",0
"G40.00","Local-rel idiopath epil local sez wo IE","G40.0","G40.0",0
"G40.01","Local-rel idiopath epil local sez w IE","G40.0","G40.0",0
"G40.10","Local-rel sym epil simp part sez wo IE","G40.1","G40.1",0
"G40.11","Local-rel sym epil simp part sez w IE","G40.1","G40.1",0
"G40.20","Local-rel sym epil complx part sez wo IE","G40.2","G40.2",0
"G40.21","Local-rel sym epil complx part sez w IE","G40.2","G40.2",0
"G40.30","Genl idiopath epil & epil syndr wo IE","G40.3","G40.3",0
"G40.31","Genl idiopath epil & epil syndr w IE","G40.3","G40.3",0
"G40.40","Oth genl epil & epil syndr wo IE","G40.4","G40.4",0
"G40.41","Oth genl epil & epil syndr w IE","G40.4","G40.4",0
"G40.50","Special epil syndr wo IE","G40.5","G40.5",0
"G40.51","Special epil syndr w IE","G40.5","G40.5",0
"G40.60","Gr mal sez NOS +/- pet mal wo IE","G40.6","G40.6",0
"G40.61","Gr mal sez NOS +/- pet mal w IE","G40.6","G40.6",0
"G40.70","Pet mal NOS wo gr mal sez wo IE","G40.7","G40.7",0
"G40.71","Pet mal NOS wo gr mal sez w IE","G40.7","G40.7",0
"G40.80","Other epil wo IE","G40.8","G40.8",0
"G40.81","Other epil w IE","G40.8","G40.8",0
"G40.90","Epil unspecified wo IE","G40.9","G40.9",0
"G40.91","Epil unspecified w IE","G40.9","G40.9",0
"I27.2","Other secondary pulmonary hypertension","I27.0","I27.0",0
"K63.50","Polyp of colon, unspecified","K63.5","K63.5",0
"K63.51","Juvenile polyp of colon","K63.5","K63.5",0
"K63.58","Other polyp of colon","K63.5","K63.5",0
"M72.60","Necrotising fasciitis mult sites","M72.50","M72.50",0
"M72.61","Necrotising fasciitis shoulder","M72.51","M72.51",0
"M72.62","Necrotising fasciitis upper arm","M72.52","M72.52",0
"M72.63","Necrotising fasciitis forearm","M72.53","M72.53",0
"M72.64","Necrotising fasciitis hand","M72.54","M72.54",0
"M72.65","Necrotising fasciitis pelvis  thgh","M72.55","M72.55",0
"O24.11","Pre-exist DM Type 2 in preg noninsln trt","O24.1","O24.1",0
"O24.12","Pre-exist DM Type 2 in preg insulin trt","O24.1","O24.1",0
"O24.21","Pre-exist DM oth spec preg non-insln trt","O24.2","O24.2",0
"O24.22","Pre-exist DM oth spec in preg insln trt","O24.2","O24.2",0
"O24.31","Pre-exist DM unspec preg non-insln trt","O24.3","O24.3",0
"O24.32","Pre-exist DM unspec preg non-insln trt","O24.3","O24.3",0
"O24.91","DM in preg unspec onset noninsln trt","O24.9","O24.9",0
"O24.92","DM in preg unspec onset insln trt","O24.9","O24.9",0
"O43.2","Morbidly adherent placenta","O72.0","O72.0",0
"O43.2","Morbidly adherent placenta","O72.0","O73.0",1
"O94","Seq comp preg childbirth puerp","O99.8","O99.8",0
"P07.01","Extremely low birth weight 499g or less","P07.0","P07.0",0
"P07.02","Extremely low birth weight 500 - 749g","P07.0","P07.0",0
"P07.03","Extremely low birth weight 750 - 999g","P07.0","P07.0",0
"P07.11","Other low birth weight 1000 - 1249g","P07.1","P07.1",0
"P07.12","Other low birth weight 1250 - 1499g","P07.1","P07.1",0
"P07.13","Other low birth weight 1500 - 2499g","P07.1","P07.1",0
"P07.21","Extr immat, less than 24 completed wk","P07.2","P07.2",0
"P07.22","Extr immat>=24 compl wk but <28 compl wk","P07.2","P07.2",0
"P07.30","Prematurity NOS","P07.3","P07.3",0
"P07.31","Oth pret infnt >=28 but <32 compl wk","P07.3","P07.3",0
"P07.32","Oth pret infnt >=32 but <37 compl wk","P07.3","P07.3",0
"P28.40","Apnoea of newborn, unspecified","P28.4","P28.4",0
"P28.41","Apnoea of prematurity","P28.4","P28.4",0
"P28.42","Obstructive apnoea of newborn","P28.4","P28.4",0
"P28.49","Other apnoea of newborn","P28.4","P28.4",0
"P28.81","Snuffles in newborn","P28.8","P28.8",0
"P28.82","Acquired subglottic stenosis in newborn","P28.8","P28.8",0
"P28.83","Grunting in newborn","P28.8","P28.8",0
"P28.89","Oth spec respiratory cond of newborn","P28.8","P28.8",0
"P29.81","Neonatal hypotension","P29.8","P29.8",0
"P29.82","Ben & innocent card murmurs in newborn","P29.8","P29.8",0
"P29.89","Oth cardiovascular disrd","P29.8","P29.8",0
"P37.50","Neonatal candidiasis, unspecified","P37.5","P37.5",0
"P37.51","Top or GI neonatal candidiasis","P37.5","P37.5",0
"P37.52","Invasive neonatal candidiasis","P37.5","P37.5",0
"P37.59","Other neonatal candidiasis","P37.5","P37.5",0
"P74.20","Disturb of sodium bal of newborn, unspec","P74.2","P74.2",0
"P74.21","Hypernatraemia of newborn","P74.2","P74.2",0
"P74.22","Hyponatraemia of newborn","P74.2","P74.2",0
"P74.29","Oth disturbances sodium balance newborn","P74.2","P74.2",0
"P74.30","Disturb of K+ bal of newborn, unspec","P74.3","P74.3",0
"P74.31","Hyperkalaemia of newborn","P74.3","P74.3",0
"P74.32","Hypokalaemia of newborn","P74.3","P74.3",0
"P74.39","Oth disturb of potassium bal of newborn","P74.3","P74.3",0
"P91.81","Neonatal encephalopathy","P91.8","P91.8",0
"P91.89","Oth spec disturb cerebral status newborn","P91.8","P91.8",0
"P96.50","Fetus & newb aff by unsp IU proc","P96.5","P96.5",0
"P96.51","Fetus & newb affected by amniocentesis","P96.5","P96.5",0
"P96.52","Fetus & newb aff by chori villous sampl","P96.5","P96.5",0
"P96.53","Fetus & newb aff by fetal bl sampling","P96.5","P96.5",0
"P96.54","Fetus & newb aff by comp IU fetal surg","P96.5","P96.5",0
"P96.59","Fetus & newb aff by oth IU proc","P96.5","P96.5",0
"P96.81","Jittery baby","P96.8","P96.8",0
"P96.89","Oth spec conditions in perinatal period","P96.8","P96.8",0
"Q00.00","Anencephaly, unspecified","Q00.0","Q00.0",0
"Q00.01","Incomplete anencephaly","Q00.0","Q00.0",0
"Q00.09","Other anencephaly","Q00.0","Q00.0",0
"Q00.20","Iniencephaly, unspecified","Q00.2","Q00.2",0
"Q00.21","Iniencephaly, open","Q00.2","Q00.2",0
"Q00.22","Iniencephaly, closed","Q00.2","Q00.2",0
"Q01.81","Parietal encephalocele","Q01.8","Q01.8",0
"Q01.82","Orbital encephalocele","Q01.8","Q01.8",0
"Q01.83","Nasal encephalocele","Q01.8","Q01.8",0
"Q01.84","Nasopharyngeal encephalocele","Q01.8","Q01.8",0
"Q01.89","Encephalocele of other specified sites","Q01.8","Q01.8",0
"Q04.00","Cong malform corpus callosum NOS","Q04.0","Q04.0",0
"Q04.01","Agenesis of corpus callosum","Q04.0","Q04.0",0
"Q04.09","Oth cong malform corpus callosum","Q04.0","Q04.0",0
"Q04.31","Reduction anomalies of cerebrum","Q04.3","Q04.3",0
"Q04.32","Reduction anomalies of hypothalamus","Q04.3","Q04.3",0
"Q04.33","Reduction anomalies of cerebellum","Q04.3","Q04.3",0
"Q04.34","Agyria and lissencephaly","Q04.3","Q04.3",0
"Q04.35","Microgyria and pachygyria","Q04.3","Q04.3",0
"Q04.36","Hydranencephaly","Q04.3","Q04.3",0
"Q04.39","Other reduction anomalies of brain","Q04.3","Q04.3",0
"Q04.60","Congenital cerebral cysts, unspecified","Q04.6","Q04.6",0
"Q04.61","Multiple congenital cerebral cysts","Q04.6","Q04.6",0
"Q04.62","Single congenital cerebral cyst","Q04.6","Q04.6",0
"Q05.00","Cerv spina bifida w hydrocephalus NOS","Q05.0","Q05.0",0
"Q05.01","Cerv spina bifida w hydrocephalus open","Q05.0","Q05.0",0
"Q05.02","Cerv spina bifida w hydrocephalus closed","Q05.0","Q05.0",0
"Q05.10","Thor spina bifida w hydrocephalus NOS","Q05.1","Q05.1",0
"Q05.11","Thor spina bifida w hydrocephalus open","Q05.1","Q05.1",0
"Q05.12","Thor spina bifida w hydrocephalus closed","Q05.1","Q05.1",0
"Q05.20","Lumb spina bifida w hydrocephalus NOS","Q05.2","Q05.2",0
"Q05.21","Lumb spina bifida w hydrocephalus open","Q05.2","Q05.2",0
"Q05.22","Lumb spina bifida w hydrocephalus closed","Q05.2","Q05.2",0
"Q05.30","Scrl spina bifida w hydrocephalus NOS","Q05.3","Q05.3",0
"Q05.31","Scrl spina bifida w hydrocephalus open","Q05.3","Q05.3",0
"Q05.32","Scrl spina bifida w hydrocephalus closed","Q05.3","Q05.3",0
"Q05.40","NOS spina bifida w hydrocephalus NOS","Q05.4","Q05.4",0
"Q05.41","NOS spina bifida w hydrocephalus open","Q05.4","Q05.4",0
"Q05.42","NOS spina bifida w hydrocephalus closed","Q05.4","Q05.4",0
"Q05.50","Cerv spina bifida wt hydrocephalus NOS","Q05.5","Q05.5",0
"Q05.51","Cerv spina bifida wo hydrocephalus open","Q05.5","Q05.5",0
"Q05.52","Cerv spina bifida wo hydrocephalus clsd","Q05.5","Q05.5",0
"Q05.60","Thor spina bifida wo hydrocephalus NOS","Q05.6","Q05.6",0
"Q05.61","Thor spina bifida wo hydrocephalus open","Q05.6","Q05.6",0
"Q05.62","Thor spina bifida wo hydrocephalus clsd","Q05.6","Q05.6",0
"Q05.70","Lumb spina bifida wo hydrocephalus NOS","Q05.7","Q05.7",0
"Q05.71","Lumb spina bifida wo hydrocephalus open","Q05.7","Q05.7",0
"Q05.72","Lumb spina bifida wo hydrocephalus clsd","Q05.7","Q05.7",0
"Q05.80","Scrl spina bifida wo hydrocephalus NOS","Q05.8","Q05.8",0
"Q05.81","Scrl spina bifida open","Q05.8","Q05.8",0
"Q05.82","Scrl spina bifida closed","Q05.8","Q05.8",0
"Q05.90","Spina bifida, unspecified NOS","Q05.9","Q05.9",0
"Q05.91","Spina bifida, unspecified open","Q05.9","Q05.9",0
"Q05.92","Spina bifida unspecified closed","Q05.9","Q05.9",0
"Q07.81","Jaw-winking syndrome","Q07.8","Q07.8",0
"Q07.82","Optic nerve hypoplasia","Q07.8","Q07.8",0
"Q07.89","Oth spec cong malform nervous system","Q07.8","Q07.8",0
"Q31.5","Congenital laryngomalacia","Q31.4","Q31.4",0
"Q39.11","Atrsa oesoph w fist b trach & upp oesoph","Q39.1","Q39.1",0
"Q39.12","Atrs oesoph w fist b trach & low oesoph","Q39.1","Q39.1",0
"Q39.19","Atresia oesoph w tracheo-oesoph fist","Q39.1","Q39.1",0
"Q39.21","Cong tracheo-oesoph fistula wo atresia","Q39.2","Q39.2",0
"Q39.22","Cong broncho-oesoph fistula wo atresia","Q39.2","Q39.2",0
"Q39.81","Congenital duplication of oesophagus","Q39.8","Q39.8",0
"Q39.82","Oesophageal dysmotility","Q39.8","Q39.8",0
"Q39.89","Oth congenital malformations oesoph","Q39.8","Q39.8",0
"Q42.00","Cong absc atrsa stenos rect unspec fist","Q42.0","Q42.0",0
"Q42.01","Cong absc atrs stenos rect recturth fist","Q42.0","Q42.0",0
"Q42.02","Cong absc atrs stenos rect rectvesc fist","Q42.0","Q42.0",0
"Q42.03","Cong absc atrs stenos rect rectvlvl fist","Q42.0","Q42.0",0
"Q42.04","Cong absc atrs stenos rect rectocut fist","Q42.0","Q42.0",0
"Q42.05","Cong absc atrs stenos rect rectclcl fist","Q42.0","Q42.0",0
"Q42.09","Cong absc atrs & stenos rect w oth fist","Q42.0","Q42.0",0
"Q42.20","Cong absc atrs stenos ans w unspec fist","Q42.2","Q42.2",0
"Q42.21","Cong absc atrs stenos ans anocutan fist","Q42.2","Q42.2",0
"Q42.22","Cong absc atrs stenos ans anovestib fist","Q42.2","Q42.2",0
"Q42.29","Cong absc atrs stenos anus w oth fist","Q42.2","Q42.2",0
"Q43.10","Hirschsprung's disease, unspecified","Q43.1","Q43.1",0
"Q43.11","Short segment Hirschsprung's disease","Q43.1","Q43.1",0
"Q43.12","Long segment Hirschsprung's disease","Q43.1","Q43.1",0
"Q43.19","Other Hirschsprung's disease","Q43.1","Q43.1",0
"Q43.31","Malrotation of colon","Q43.3","Q43.3",0
"Q43.32","Cong intra-abdominal adhesions (bands)","Q43.3","Q43.3",0
"Q43.39","Oth cong malform of intestinal fixation","Q43.3","Q43.3",0
"Q45.31","Ectopic pancreas","Q45.3","Q45.3",0
"Q45.39","Oth cong malform pancreas pancr duct","Q45.3","Q45.3",0
"Q45.81","Absc (compl) (part) alimntry tract NEC","Q45.8","Q45.8",0
"Q45.82","Duplication of digestive organs NEC","Q45.8","Q45.8",0
"Q45.83","Cong malposition of digestive organs NEC","Q45.8","Q45.8",0
"Q45.84","Congenital mesenteric cyst, NEC","Q45.8","Q45.8",0
"Q45.89","Oth spec cong malform digestive system","Q45.8","Q45.8",0
"Q50.00","Congenital absence of ovary NOS","Q50.0","Q50.0",0
"Q50.01","Congenital absence of ovary unilateral","Q50.0","Q50.0",0
"Q50.02","Congenital absence of ovary bilateral","Q50.0","Q50.0",0
"Q50.10","Developmental ovarian cyst NOS","Q50.1","Q50.1",0
"Q50.11","Developmental ovarian cyst single","Q50.1","Q50.1",0
"Q50.12","Developmental ovarian cyst multiple","Q50.1","Q50.1",0
"Q50.31","Ovarian streak","Q50.3","Q50.3",0
"Q50.39","Oth cong malformations of ovary","Q50.3","Q50.3",0
"Q50.61","Absence  fallopian tube & broad ligament","Q50.6","Q50.6",0
"Q50.69","Oth cong malform fall tbe & brd ligmt","Q50.6","Q50.6",0
"Q55.00","Absence and aplasia of testis NOS","Q55.0","Q55.0",0
"Q55.01","Absence and aplasia of testis unilateral","Q55.0","Q55.0",0
"Q55.02","Absence and aplasia of testis bilateral","Q55.0","Q55.0",0
"Q55.21","Retractile testis","Q55.2","Q55.2",0
"Q55.22","Bifid scrotum","Q55.2","Q55.2",0
"Q55.29","Other cong malform of testis or scrotum","Q55.2","Q55.2",0
"Q61.40","Renal dysplasia, unspecified","Q61.4","Q61.4",0
"Q61.41","Cystic renal dysplasia unilateral","Q61.4","Q61.4",0
"Q61.42","Cystic renal dysplasia bilateral","Q61.4","Q61.4",0
"Q61.50","Medullary cystic kidney unspecified","Q61.5","Q61.5",0
"Q61.51","Juvenile medullary cystic kidney","Q61.5","Q61.5",0
"Q61.52","Adult type medullary cystic kidney","Q61.5","Q61.5",0
"Q62.11","Atrs stenos ureteropelvic junction unil","Q62.1","Q62.1",0
"Q62.12","Atrs & stenos ureteropelvic junction bil","Q62.1","Q62.1",0
"Q62.13","Atrs stenos ureterovesical junction unil","Q62.1","Q62.1",0
"Q62.14","Atrs stenos ureterovesical junction bil","Q62.1","Q62.1",0
"Q62.18","Atrs stenos oth unspec site ureter unil","Q62.1","Q62.1",0
"Q62.19","Atrs & stenos oth unspec site ureter bil","Q62.1","Q62.1",0
"Q62.31","Ectopic ureterocele","Q62.3","Q62.3",0
"Q62.32","Orthotopic ureterocele","Q62.3","Q62.3",0
"Q62.33","Congenital polyp of ureter","Q62.3","Q62.3",0
"Q62.34","Congenital hydroureter","Q62.3","Q62.3",0
"Q62.39","Oth obstructive dfct renal pelvis ureter","Q62.3","Q62.3",0
"Q62.51","Double ureter","Q62.5","Q62.5",0
"Q62.52","Triple ureter","Q62.5","Q62.5",0
"Q62.59","Other duplication of ureter","Q62.5","Q62.5",0
"Q62.60","Malpos ureter ureteric drainage site NOS","Q62.6","Q62.6",0
"Q62.61","Malpos ureter uretc drain v bladder neck","Q62.6","Q62.6",0
"Q62.62","Malpos ureter ureteric drain v urethra","Q62.6","Q62.6",0
"Q62.63","Malpos ureter ureteric drain v vagina","Q62.6","Q62.6",0
"Q62.64","Malpos ureter ureteric drain v vulva","Q62.6","Q62.6",0
"Q62.65","Malpos ureter ureteric drain v vas","Q62.6","Q62.6",0
"Q62.66","Malpos ureter ureteric drain v sem ves","Q62.6","Q62.6",0
"Q62.69","Malpos ureter ureteric drain v oth site","Q62.6","Q62.6",0
"Q62.70","Cong vesico-uretero-renal reflux unspec","Q62.7","Q62.7",0
"Q62.71","Cong vesico-uretero-renal reflux unil","Q62.7","Q62.7",0
"Q62.72","Cong vesico-uretero-renal reflux bil","Q62.7","Q62.7",0
"Q63.01","Double kidney","Q63.0","Q63.0",0
"Q63.02","Triple kidney","Q63.0","Q63.0",0
"Q63.09","Other accessory kidney","Q63.0","Q63.0",0
"Q63.10","Renal fusion anomaly NOS","Q63.1","Q63.1",0
"Q63.11","Horseshoe kidney","Q63.1","Q63.1",0
"Q63.19","Other specified renal fusion anomaly","Q63.1","Q63.1",0
"Q63.20","Renal ectopia NOS","Q63.2","Q63.2",0
"Q63.21","Pelvic kidney","Q63.2","Q63.2",0
"X26.09","Contact with jellyfish unspecified","X26","X26",0
"M72.66","Necrotising fasciitis, lower leg","M72.56","M72.56",0
"M72.67","Necrotising fasciitis, ankle and foot","M72.57","M72.57",0
"M72.68","Necrotising fasciitis, other site","M72.58","M72.58",0
"Q63.22","Crossed ectopia kidney wo fusion anomaly","Q63.2","Q63.2",0
"Q63.23","Crossed ectopia kidney w fusion anomaly","Q63.2","Q63.2",0
